fid,CMAUID,CMAPUID,CMANAME,CMATYPE,PRUID,PRNAME,F_20_to_24sum,F_5_to_9sum,M_15_to_19sum,M_10_to_14sum,F_10_to_14sum,M_35_to_39sum,M_20_to_24sum,F_1_to_4sum,F_30_to_34sum,M_30_to_34sum,F_15_to_19sum,M_25_to_29sum,M_0_to_1sum,F_25_to_29sum,M_1_to_4sum,M_5_to_9sum,F_35_to_39sum,F_0_to_1sum,Area
"105","544","35544",Woodstock,D,"35",Ontario,1306.33847448368,1051.53599417605,1198.38741067861,1076.23030435458,1023.37323821186,1236.9609427602,1365.31962735351,800.999005820402,1385.83526986215,1254.29725925743,1102.91040777452,1288.258805504,194.587130183959,1328.36918519995,838.506276800297,1131.49244918675,1349.82758493376,186.833349442611,5099.27016793298
"106","546","35546",Tillsonburg,D,"35",Ontario,527.85234879567,424.894280639171,484.232549963373,434.872513041846,413.514551230233,499.818961526085,551.684870974655,323.659767647168,559.974629507044,506.824049187155,445.653145335615,520.546896333653,78.6268457936967,536.754301508998,338.815334774517,457.202294283867,545.424999942537,75.4937746924243,2243.6954143995
"107","965","59965",Terrace,D,"59",British Columbia / Colombie-Britannique,510.995378149259,368.416787704795,433.904331935519,373.038333258366,356.875529754398,474.66689507883,534.16371876112,284.464643240259,510.468834439598,474.512072872269,391.266478991558,492.536827666168,68.2081379710144,493.777433856259,291.045896036441,394.74480853846,530.468069419636,64.1492097958508,7646.74688410902
"108","975","59975",Dawson Creek,D,"59",British Columbia / Colombie-Britannique,404.013879607315,291.285405327799,343.062540266488,294.93938828184,282.160412907251,375.291092911561,422.331719478767,224.909400632983,403.597572861239,375.168683732685,309.351306501194,389.419793390378,53.9281479837009,390.400667851907,230.112808203208,312.101416976715,419.40978683444,50.7189932089605,2436.65316670588
"109","977","59977",Fort St. John,D,"59",British Columbia / Colombie-Britannique,920.06205127265,663.345149222784,781.257378914299,671.666376929062,642.564779037208,854.651560590625,961.777322655001,512.18687012578,919.113994893404,854.372798797263,704.486683768865,886.826894998777,122.810737712404,889.060641966301,524.03660700884,710.749517884634,955.123199444106,115.502519391106,64684.7970225364
"110","990","60990",Whitehorse,D,"60",Yukon,911.85927933521,983.308207512078,895.119535642921,851.255833007656,844.065912447346,957.632762277453,1105.32638921113,805.982466541656,1005.8048341012,935.064497581525,955.627211662469,917.837190828553,205.786576450792,1084.99092758308,652.928998947142,938.857654644368,976.335149732831,164.961081140497,886364.8201503
"111","595","35595",Thunder Bay,B,"35",Ontario,4007.55558552078,3225.87831591735,3676.38575815939,3301.63495345517,3139.48124512045,3794.72076843716,4188.49663134637,2457.28661110713,4251.43405958435,3847.90472430695,3383.48357038958,3952.09118763053,596.949991336027,4075.14090195355,2572.35056329809,3471.16691219919,4140.97049656538,573.163118494366,261826.307859265
"112","598","35598",Kenora,D,"35",Ontario,461.144267515378,371.197669207776,423.036981446169,379.914888410752,361.256069545964,436.653639068529,481.96492154585,282.756810215254,489.207050458766,442.773448539395,389.33310314735,454.762050497627,68.6902678730602,468.921222799873,295.997071219835,399.422712904415,476.496150056767,65.953142929246,23718.7780607428
"113","602","46602",Winnipeg,B,"46",Manitoba,25523.2322841719,22406.1211137385,23748.2371511399,23226.6352665801,21941.8657349931,23636.3523083174,27305.9538214418,17850.2329902048,27113.85940771,26291.3896839337,22812.4334484673,26636.1268025555,5231.85186536813,27275.6433157132,20162.4645050415,25477.3859823085,25306.1633001994,3920.94044333476,541082.896062083
"114","582","35582",Elliot Lake,D,"35",Ontario,376.464840268219,303.035040386612,345.355154241319,310.15152510042,294.919005169518,356.471399889992,393.462219723145,230.834480767336,399.37448394031,361.46743512485,317.84028303413,371.254583278694,56.0767476663276,382.813722675707,241.643446684186,326.077148707866,388.99767259285,53.8422381041637,84553.5250413058
"115","586","35586",Timmins,D,"35",Ontario,1427.34860223662,1148.94299170505,1309.39770023968,1175.92480704246,1118.17143035442,1351.54441690972,1491.79335968387,875.19799346542,1514.20942845746,1370.4866506824,1205.07637121313,1407.59415874757,212.612331027761,1451.42008350813,916.179676677744,1236.30605529426,1474.86624225483,204.140293818027,317848.845628614
"116","603","46603",Winkler,D,"46",Manitoba,1020.66772413826,896.015221266136,949.686108625168,928.827378655637,877.449764452574,945.21186128352,1091.95831593769,713.826386667675,1084.27650692752,1051.3861467757,912.263550263332,1065.17209892266,209.220457456836,1090.74620508506,806.291950556059,1018.83434097997,1011.98718758804,156.797434917912,87429.4668344785
"117","507","35507",Arnprior,D,"35",Ontario,540.95041978283,435.437560447739,496.248242615256,445.663391118722,423.775455972627,512.221414614432,565.374319637776,331.691025718474,573.86977867536,519.400324854854,456.711533509906,533.463689138624,80.5778837526127,550.073264113837,347.222661703852,468.547262899883,558.959116297819,77.3670688912252,30159.3824592991
"118","515","35515",Pembroke,D,"35",Ontario,838.204620931713,674.712065518906,768.938436780679,690.557027208348,656.641593527101,793.688924439061,876.049541801489,513.956436972538,889.213285729611,804.81267059293,707.676163842586,826.603905327229,124.855720546562,852.340501776621,538.022762216712,726.015667797898,866.109160142072,119.880551555029,59052.4624310212
"119","516","35516",Petawawa,D,"35",Ontario,559.197242578259,450.125324239605,512.987214262917,460.696083409479,438.069844376019,529.499178139507,584.444986310089,342.879310528217,593.22700629475,536.920241203654,472.116890550897,551.457976295133,83.2958599521971,568.627809659549,358.934844677635,484.351851363841,577.813390959273,79.9767409229207,19766.5100355608
"120","605","46605",Steinbach,D,"46",Manitoba,525.813379962477,461.596640300366,489.246060290581,478.500350659491,452.032346252883,486.941079790256,562.539873749458,367.739133671177,558.582465514162,541.638469617556,469.967227323232,548.740523944751,107.783280548899,561.91543548269,415.374254825523,524.868883350053,521.341462599044,80.7767182835391,2559.92829639477
"121","607","46607",Portage la Prairie,D,"46",Manitoba,439.370187316053,385.7106149305,408.814498520256,399.835372773592,377.718681661339,406.88845451321,470.05888280306,307.2831887709,466.752068607937,452.593648115391,392.705086634614,458.528131353691,90.063817379928,469.537101357288,347.087143990539,438.580965420329,435.633447979548,67.497106815782,2586.97908345729
"122","907","59907",Nelson,D,"59",British Columbia / Colombie-Britannique,636.272431851286,458.738875088465,540.281528794277,464.493453565612,444.368131055479,591.037557811139,665.120788187845,354.204789939512,635.61679968427,590.844777398773,487.190461600392,613.288531491769,84.930235429631,614.833288354861,362.399520034647,491.52154798484,660.519101906927,79.8762091757607,131667.970901883
"123","913","59913",Penticton,D,"59",British Columbia / Colombie-Britannique,1455.72020247769,1049.54327097652,1236.10374644604,1062.70909999614,1016.66461292918,1352.22786602975,1521.72201734367,810.380965883873,1454.22019005262,1351.78680819749,1114.63731860193,1403.13560833975,194.310885238471,1406.66983924849,829.129594583008,1124.54635938739,1511.19387554337,182.747838147179,179409.23545052
"124","915","59915",Kelowna,B,"59",British Columbia / Colombie-Britannique,6741.34167585945,4860.36381690711,5724.31274436752,4921.33387839968,4708.10497649133,6262.0756766519,7046.99161021015,3752.81937849884,6734.39522078177,6260.03316793913,5161.80994204976,6497.82598368247,899.840552122884,6514.19276836935,3839.64300614461,5207.69804500475,6998.23649825373,846.292862993881,314490.003483001
"125","918","59918",Vernon,D,"59",British Columbia / Colombie-Britannique,2082.68625284781,1501.57244563882,1768.4828980723,1520.40868172326,1454.53323369431,1934.62066478501,2177.11447467354,1159.40501236012,2080.54019889408,1933.98964785313,1594.70193370675,2007.45393038002,277.998896453241,2012.51032410202,1186.22851175597,1608.87871469567,2162.05195590018,261.455745108447,112950.651531733
"126","920","59920",Salmon Arm,D,"59",British Columbia / Colombie-Britannique,602.535969778703,434.415605423663,511.634701219116,439.865063065108,420.806826743727,559.699541167736,629.854727664026,335.424130126928,601.915101272418,559.516983468699,461.358630078246,580.770723059715,80.4270611952543,582.233574541096,343.184359183091,465.460073704777,625.497033043082,75.6410096573366,18626.5830185942
"127","925","59925",Kamloops,K,"59",British Columbia / Colombie-Britannique,3509.42585252709,2530.22131956864,2979.97818693292,2561.96127805938,2450.95800175311,3259.92826401345,3668.54191948992,1953.65284672752,3505.80964719393,3258.86496899982,2687.14895701911,3382.65579419917,468.441424532125,3391.17606152732,1998.85172441235,2711.03750787098,3643.16085351306,440.565423699128,582945.506370338
"128","930","59930",Chilliwack,K,"59",British Columbia / Colombie-Britannique,3429.60378414721,2472.67130959434,2912.19843436416,2503.68934077278,2395.21083807552,3185.78103233198,3585.10074861825,1909.21691282983,3426.06983344315,3184.7419213217,2626.02962010307,3305.71711660731,457.78670042713,3314.04359143235,1953.38773878459,2649.37482484511,3560.29697458041,430.544740679162,153460.357127759
"129","932","59932",Abbotsford - Mission,B,"59",British Columbia / Colombie-Britannique,6217.33901662034,4482.56905470167,5279.36346771289,4538.79992923079,4342.14525539846,5775.32622990011,6499.23086197108,3461.11374665677,6210.93250601673,5773.44248759405,4760.58385398655,5992.75173138191,829.896189567576,6007.84633145612,3541.1885955939,4802.90508686215,6454.26546704645,780.510747903721,65199.494000786
"130","933","59933",Vancouver,B,"59",British Columbia / Colombie-Britannique,85414.317829327,61581.9045889407,72528.3321543173,62354.4089798242,59652.7507698659,79341.9096126375,89286.9713326013,47549.0670266788,85326.3046950906,79316.0305981384,65401.2948996754,82328.9191043635,11401.1825230594,82536.2899690208,48649.1419301161,65982.707489109,88669.2330874938,10722.7212353642,304041.562330481
"131","934","59934",Squamish,D,"59",British Columbia / Colombie-Britannique,638.833150897794,460.585100019062,542.455927552156,466.362836876363,446.156519452997,593.416226309968,667.797609796439,355.630310404004,638.174880504297,593.222670579706,489.151191874885,615.756750998948,85.2720427436068,617.307724907515,363.858021443997,493.499708007308,663.177404397226,80.1976760985393,11261.0472812831
"132","935","59935",Victoria,B,"59",British Columbia / Colombie-Britannique,12022.7055731551,8668.11473936675,10208.9064858685,8776.85052432362,8396.57188074785,11167.9685932111,12567.8105879498,6692.88765385792,12010.3170700242,11164.3259256057,9205.72255969076,11588.4125733583,1604.8019139274,11617.6015797797,6847.73144279105,9287.56073909074,12480.8593011002,1509.30340002244,70443.4093488204
"133","937","59937",Duncan,D,"59",British Columbia / Colombie-Britannique,1517.1384021517,1093.82448671874,1288.2561233185,1107.54579427269,1059.55864718724,1409.2796274342,1585.92489542388,844.571699373375,1515.5751032937,1408.81996111944,1161.66491345872,1462.33521466111,202.509043984275,1466.01855955289,864.111349929392,1171.99202668459,1574.95256146358,190.45814076177,38001.9012519051
"134","938","59938",Nanaimo,K,"59",British Columbia / Colombie-Britannique,3475.27417043899,2505.59868394776,2950.97877961841,2537.02976781669,2427.10670996244,3228.20454699463,3632.84181137318,1934.64103758878,3471.6931574768,3227.15159961481,2660.99919183346,3349.73776358491,463.88282621053,3358.17511456274,1979.40006507587,2684.65527511003,3607.70774079798,436.27809781818,130028.1031334
"135","939","59939",Parksville,D,"59",British Columbia / Colombie-Britannique,982.921922388748,708.665777534676,834.633927227304,717.555523123185,686.46566395976,913.042499284013,1027.48723657371,547.180162626864,981.909092807327,912.7446909875,752.618156679542,947.416093832537,131.20133157752,949.802454266595,559.839488709928,759.308875572737,1020.37849400683,123.39380589591,8238.46431633769
"136","940","59940",Port Alberni,D,"59",British Columbia / Colombie-Britannique,872.471274014878,629.033212096366,740.846358281115,636.92401999247,609.327718640839,810.444181794782,912.028798115265,485.693688681256,871.572257265202,810.17983846505,668.046675375579,840.955225545203,116.458276475075,843.073431744637,496.930490159968,673.985559947919,905.718862183607,109.528080256536,185954.837489615
"137","943","59943",Courtenay,D,"59",British Columbia / Colombie-Britannique,1843.87948877164,1329.39785388418,1565.70359008948,1346.07427327233,1287.75229272811,1712.79152666035,1927.48030226532,1026.46431692524,1841.97950775584,1712.23286238711,1411.84884815098,1777.27352148559,246.122747950716,1781.75013246518,1050.2121567011,1424.40007810662,1914.14489144799,231.476481362491,59887.7024458583
"138","944","59944",Campbell River,D,"59",British Columbia / Colombie-Britannique,1244.97326197263,897.599214363626,1057.15103234435,908.859005621625,869.480452652222,1156.46367629338,1301.41988841602,693.060819133834,1243.69040948958,1156.08647232215,953.269493270273,1200.0014251874,166.180188113705,1203.02399751985,709.095178567255,961.743986848282,1292.415922814,156.291141610665,184681.931206925
"139","945","59945",Powell River,D,"59",British Columbia / Colombie-Britannique,564.577294517418,407.048209115618,479.402640927249,412.154360325178,394.296758616007,524.439482768947,590.175019969151,314.29301641038,563.995538492472,524.268426109598,432.293870966941,544.183218855818,75.3603019616865,545.553912669829,321.56436598031,436.136931277694,586.09185207271,70.8757629784164,89531.6467990779
"140","950","59950",Williams Lake,D,"59",British Columbia / Colombie-Britannique,627.386910735485,452.332604583372,532.736517246024,458.006818288717,438.162546252095,582.783739282261,655.832399969651,349.258332712494,626.740434470682,582.593651920714,480.386864269539,604.723979091472,83.7441878140546,606.247163121646,357.338624103099,484.657467528691,651.29497689204,78.760740769022,270943.629892054
"141","952","59952",Quesnel,D,"59",British Columbia / Colombie-Britannique,799.735264939618,576.592098573041,679.083628936723,583.825066135176,558.529408677432,742.879234496316,835.99496511312,445.202474978363,798.91119646878,742.636928950916,612.353094937585,770.846640342791,106.749406361551,772.788255642289,455.502489029631,617.796868106595,830.211074665285,100.396965273244,2216563.01516707
"142","955","59955",Prince Rupert,D,"59",British Columbia / Colombie-Britannique,416.352105707289,300.181004194828,353.539367053652,303.946576397424,290.777343537829,386.75215090229,435.229357026208,231.777934841751,415.923085675754,386.626004570145,318.798622870109,401.312329954175,55.5750661064276,402.323158016952,237.140250145204,321.632718003502,432.218191243598,52.2679064553665,24965.4217577375
"143","970","59970",Prince George,K,"59",British Columbia / Colombie-Britannique,2837.19555426803,2045.55758615203,2409.1635536622,2071.21776000081,1981.47715277274,2635.48921131196,2965.83294909692,1579.43076757437,2834.27203401422,2634.62959156116,2172.42574606598,2734.7082913804,378.711499439571,2741.59650054065,1615.9718034044,2191.7384469295,2945.31362298386,356.175144622535,1802846.10689285
"144","995","61995",Yellowknife,D,"61",Northwest Territories / Territoires du Nord-Ouest,611.121531799723,659.006089183021,599.902675443966,570.505537379412,565.686904228505,641.798590330656,740.781796570419,540.163652716766,674.083167302194,626.673502018215,640.454484903779,615.127884377519,137.916683483635,727.153116599939,437.588319957948,629.21564824702,654.332796530568,110.555730246096,13672.6449737207
"145","828","48828",Canmore,D,"48",Alberta,460.585602340597,393.293395158903,387.604077719681,352.650268427174,337.257829095174,499.12932546413,499.06554915799,320.0603634923,521.324881050092,540.670707900602,359.865483156748,525.694490331422,86.9929862119563,520.875477228081,332.880499689917,398.103105725158,489.117895732573,82.0449813402674,6949.37204380314
"146","830","48830",Red Deer,K,"48",Alberta,3498.35043247587,2987.2364912422,2944.02363064531,2678.53405297313,2561.62170185315,3791.106981054,3790.62257496261,2430.99937914489,3959.69200286916,4106.63207991623,2733.33678923977,3992.88111230492,660.750031294154,3956.27857754346,2528.3739533844,3023.76836737727,3715.06576645885,623.167756929284,10770.3135451919
"147","831","48831",Sylvan Lake,D,"48",Alberta,497.495058529072,424.810327112249,418.665092950625,380.910226548167,364.284299468054,539.127519389162,539.058633494014,345.708698675124,563.101735867718,583.997859366875,388.703638817387,567.821508816027,93.9642502583242,562.616317678332,359.556188190301,430.005469423386,528.313813083249,88.6197325114601,2462.59173260138
"148","832","48832",Lacombe,D,"48",Alberta,452.076438526499,386.02743210677,380.443223561691,346.135173632945,331.027104830926,489.908079174536,489.845482130149,314.147356492802,511.693580665691,530.682000646833,353.217090516795,515.982463083586,85.3858201714947,511.252478513103,326.730644769439,390.748285952141,480.081608412103,80.529228066187,2184.19986911739
"149","833","48833",Camrose,D,"48",Alberta,663.051101730925,566.178398024444,557.988157167398,507.669254017826,485.510563682714,718.537981798232,718.446171576892,460.753388309829,750.490322256366,778.340242154743,518.056153246078,756.780737158304,125.23360492637,749.84336623823,479.209034384308,573.102376389448,704.125699129239,118.110542420043,4359.03831531508
"150","835","48835",Edmonton,B,"48",Alberta,46400.0479595875,39620.9353587854,39047.7855831186,35526.4891128975,33975.8329109534,50282.9973921698,50276.5725136325,32243.3357785994,52519.009262547,54467.9353708148,36253.3601009314,52959.2099696672,8763.79703360685,52473.7356123934,33534.854454659,40105.4725434448,49274.431750451,8265.32800688906,985777.910307814
"151","840","48840",Lloydminster (Alberta part / partie de l'Alberta),D,"48",Alberta,694.36808534243,592.792165780062,584.664190586569,531.677263801394,508.947911658965,751.790815974236,752.306133235426,482.296703425542,785.206103697623,814.393503845728,542.666485986294,792.139173386182,131.146532183284,784.793047586485,501.668890146873,600.416035106799,737.040933680022,123.581998373593,2435.6763411985
"152","845","48845",Cold Lake,D,"48",Alberta,516.394117909924,440.948207055428,434.569525098983,395.380410449108,378.122890730956,559.608129870361,559.536626484154,358.841631846049,584.493091046405,606.183025048131,403.469883254245,589.392160164902,97.5338051875246,583.989233165652,373.215165882955,446.340704835593,548.38363002621,91.986257551036,5999.82127236836
"153","850","48850",Grande Prairie,K,"48",Alberta,2237.42956588111,1910.5379438588,1882.90042453436,1713.10204664078,1638.32876218335,2424.66700013258,2424.35719128702,1554.78703084036,2532.48842021543,2626.46644608135,1748.1520681568,2553.71508099621,422.593929767858,2530.3053069522,1617.06459911438,1933.90252854687,2376.03354652903,398.557546294509,13514.5337037854
"154","860","48860",Wood Buffalo,K,"48",Alberta,3044.56045871973,2599.74586162569,2562.13840281956,2331.08690011623,2229.33991002515,3299.34193276014,3298.92039559261,2115.66127606034,3446.05887382378,3573.93856133677,2378.78088180213,3474.9428642272,575.040567207743,3443.08823763485,2200.40486879085,2631.53901349592,3233.16445508868,542.333287429425,6663777.82618139
"155","865","48865",Wetaskiwin,D,"48",Alberta,501.109879445838,427.8970173372,421.707131264593,383.677936704342,366.93120610289,543.04484284675,542.975457053923,348.220634395839,567.19325830118,588.241214372189,391.52797685063,571.947325602159,94.6469985171116,566.704313378112,362.168739448389,433.129908375719,532.152566253237,89.2636475981526,1884.4081751069
"156","905","59905",Cranbrook,D,"59",British Columbia / Colombie-Britannique,865.172639682755,623.771052283666,734.648829008169,631.5958487689,604.230403770955,803.664433024659,904.399245359535,481.630631045087,864.281142419351,803.402301578022,662.458148825369,833.920237570491,115.484047933935,836.020723440546,492.773431681716,668.3473523612,898.14209584738,108.61182593421,460770.225863209
